username,description,tags,id,original_sound_path,name,license,preview_url,type,wav_sound_path,pack,bpm
oceanictrancer,finally mastered sidechaining i think,"['loop', 'electronic', 'epic', 'emotional', 'rave', 'house', 'tech', 'techno', 'dance', '120', 'euphoric', 'bpm', '120bpm', 'trance', 'beat', 'sequence', '120-bpm', 'electro', 'club']",250573,/audio/original/250573.wav,120 bpm trance sequence,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/250/250573_1676145-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/250573.wav,https://www.freesound.org/apiv2/packs/12569/,120
oceanictrancer,sidechaining test project with 808 vibe,"['loop', 'side', '100', 'rap', '808', 'bpm', 'beat', 'chain', 'hop', 'hip']",250575,/audio/original/250575.wav,"100 bpm generic synth ""808"" vibe",http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/250/250575_1676145-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/250575.wav,https://www.freesound.org/apiv2/packs/12569/,100
yapppy,Pad loop with some drums in the background...100bpm.,"['loop', 'bpm', '100', 'pad']",250579,/audio/original/250579.wav,inner child 100 bpm,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/250/250579_4530114-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/250579.wav,,100
Hivo42,Feel free to use this drum loop to re-open your own top of the head :),"['loop', 'drum-loop', 'biku-ciet', '145bpm']",207509,/audio/original/207509.wav,drum loop around 145bpm,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/207/207509_3246737-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/207509.wav,,145
NenadSimic,"Envato Marketplace: Everything you need for your next creative project. Over 4.5 million digital products created by a global community of designers, developers, photographers, illustrators & producers. <a href=""http://market.envato.com?ref=NenadSimic"" rel=""nofollow""><strong>http://market.envato.com</strong></a> (referral link) --------------------------------------","['drum', 'slow', 'hip-hop', 'electronic', 'snare', 'shakers', 'hi-hat', 'drums', 'kick', 'drumloop', 'breakbeat', 'bpm', 'hard', 'beat', 'tight', 'loop', 'rhythm', '155']",168672,/audio/original/168672.wav,Tight snare Beat_155bpm,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/168/168672_2514850-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/168672.wav,https://www.freesound.org/apiv2/packs/8555/,155
Vicces1212,Free loop for your games!,"['140', 'acid', 'ambient', 'beat', 'bpm', 'game', 'jungle', 'loop', 'pc', 'vicces', 'vicces1212', 'video']",86757,/audio/original/86757.wav,DarkForest.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/86/86757_1006546-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/86757.wav,https://www.freesound.org/apiv2/packs/5641/,140
Vicces1212,Free loop for your games!,"['140', 'acid', 'ambient', 'beat', 'bpm', 'game', 'jungle', 'loop', 'pc', 'vicces', 'vicces1212', 'video']",86758,/audio/original/86758.wav,OldVideoGame.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/86/86758_1006546-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/86758.wav,https://www.freesound.org/apiv2/packs/5641/,140
Vicces1212,Free loop for your games!,"['140', 'acid', 'ambient', 'beat', 'bpm', 'game', 'jungle', 'loop', 'pc', 'vicces', 'vicces1212', 'video']",86759,/audio/original/86759.wav,StreetFight.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/86/86759_1006546-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/86759.wav,https://www.freesound.org/apiv2/packs/5641/,140
djgriffin,a little loop at 120bpm to play with.,"['120bpm', 'acid', 'b-line', 'beat', 'break', 'dance', 'electronic', 'loop', 'tune']",21224,/audio/original/21224.aif,120brkbeatsub.aif,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/21/21224_45941-hq.mp3,aif,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21224.wav,https://www.freesound.org/apiv2/packs/1264/,120
Vicces1212,Free loop for your games!,"['140', 'acid', 'ambient', 'beat', 'bpm', 'game', 'jungle', 'loop', 'pc', 'vicces', 'vicces1212', 'video']",86761,/audio/original/86761.wav,TechnoBells.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/86/86761_1006546-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/86761.wav,https://www.freesound.org/apiv2/packs/5641/,140
mickmon,"A drum loop I made using Ableton's drum rack. At 151.79 bpm, I like how this sounds.","['loop', 'snare', 'shakers', 'percussion', 'stem', 'backing', 'drum', 'slow']",176874,/audio/original/176874.wav,infecticles drum loop 151.79bpm.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/176/176874_651383-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/176874.wav,https://www.freesound.org/apiv2/packs/11122/,79
Elmo_cookies,"NOTE: AUDIO MAY NOT SOUND OF GOOD QUALITY IN PREVIEW A Bass Loop made with the free Brainstormer Synth (it's awesome, you can find it here: <a href=""http://roazhondsp.storm-mastering.com/),"" rel=""nofollow"">http://roazhondsp.storm-mastering.com/),</a> and then heavy modulated using lots of bandpass & notch filtering automation, pitch automation, distortion, resampling, & multiband compression. I'd recommend to splice things up a bit by slicing it into pieces & arranging them into something new.","['EDM', 'Loop', 'Bass', 'Drum', 'Synthesis']",275179,/audio/original/275179.wav,Bass_Am_174BPM.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/275/275179_5229653-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/275179.wav,,174
Elmo_cookies,"NOTE: AUDIO MAY NOT SOUND OF GOOD QUALITY IN PREVIEW A Bass Loop made with the free Brainstormer Synth (it's awesome, you can find it here: <a href=""http://roazhondsp.storm-mastering.com/),"" rel=""nofollow"">http://roazhondsp.storm-mastering.com/),</a> and then heavy modulated using lots of bandpass & notch filtering automation, pitch automation, distortion, resampling, & multiband compression. I'd recommend to splice things up a bit by slicing it into pieces & arranging them into something new.","['EDM', 'Loop', 'Bass', 'Drum', 'Synthesis']",275180,/audio/original/275180.wav,Bass_Am_170BPM.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/275/275180_5229653-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/275180.wav,,170
djgriffin,"another loop at 120bpm i made in ableton live, vinyl distortion, eq, resonance, + filters.","['120bpm', 'dance', 'electronic', 'house', 'loop', 'processed', 'techno', 'tune']",21230,/audio/original/21230.wav,metalbox1.wav,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/21/21230_45941-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21230.wav,https://www.freesound.org/apiv2/packs/837/,120
sonicfire,120 bpm synthetic sequencer line in minor,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18557,/audio/original/18557.wav,ambienza-sequencer-02-cmin.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18557_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18557.wav,https://www.freesound.org/apiv2/packs/1103/,120
Puniho,"Short loops of two shakers - I think one was a container of fishfood and the other a more conventional one with small steel balls. Very loose and organic timing with a shaker in each hand, recorded in stereo with a Zoom H1. Not sure of bpm ;)","['loop', 'rhythm', 'percussion', 'percussion-loop', 'noise', 'shaker']",324339,/audio/original/324339.wav,Shaker Loop 7-8 107bpm.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/324/324339_1956076-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/324339.wav,https://www.freesound.org/apiv2/packs/18209/,107
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an experimental feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'experimental', 'loop', 'rhythmic']",21236,/audio/original/21236.wav,Massive Loop -12.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21236_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21236.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an experimental melodic feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'experimental', 'loop', 'melodic', 'rhythmic']",21237,/audio/original/21237.wav,Massive Loop -13.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21237_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21237.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an experimental feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'experimental', 'loop', 'rhythmic']",21238,/audio/original/21238.wav,Massive Loop -14.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21238_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21238.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an experimental feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'experimental', 'loop', 'rhythmic']",21239,/audio/original/21239.wav,Massive Loop -15.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21239_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21239.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with a funny experimental feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'experimental', 'loop', 'rhythmic']",21240,/audio/original/21240.wav,Massive Loop -16.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21240_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21240.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an experimental feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'experimental', 'loop', 'rhythmic']",21241,/audio/original/21241.wav,Massive Loop -17.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21241_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21241.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an experimental feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'experimental', 'loop', 'rhythmic']",21242,/audio/original/21242.wav,Massive Loop -18.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21242_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21242.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an experimental feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'experimental', 'loop', 'rhythmic']",21243,/audio/original/21243.wav,Massive Loop -19.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21243_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21243.wav,https://www.freesound.org/apiv2/packs/1202/,120
Jovica,A four bar electronic loop at 120 bpm created with the Massive ensemble within Reaktor 5 from Native Instruments. A loop with an experimental feel. Normalised and mastered using several plugins within Cubase SX.,"['120bpm', 'electro', 'electronic', 'experimental', 'loop', 'rhythmic']",21244,/audio/original/21244.wav,Massive Loop -20.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/21/21244_2518-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/21244.wav,https://www.freesound.org/apiv2/packs/1202/,120
24thelement,Simple Drum loop made in ACID Pro with Waves Platinum,"['Loop', 'Drums', 'BPM', '120', 'Beat']",193757,/audio/original/193757.wav,Thorns to the Beat.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/193/193757_3584219-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/193757.wav,https://www.freesound.org/apiv2/packs/12279/,120
copyc4t,"Loop from my track Attack Of The Drones, rebuilt in Audacity for the Freesound Dare 29. It has a drone, bass, and a rhythmic element sounding like marching steps.","['loop', 'electronic', 'processed', 'drone', 'Audacity', 'dare-29', 'loopable', '120BPM', 'bass', 'rhythmic']",248099,/audio/original/248099.flac,"Attack Of The Drones loop, 120 BPM",http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/248/248099_1904290-hq.mp3,flac,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/248099.wav,,120
Greek555,Sound created with FL Studio,"['Loop', 'Electro', '128', 'Clap', 'House', 'Dance']",275204,/audio/original/275204.mp3,Clap 128 Bpm,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/275/275204_4397472-hq.mp3,mp3,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/275204.wav,https://www.freesound.org/apiv2/packs/14826/,128
Greek555,Sound created with FL Studio,"['Loop', 'Electro', '128', 'Percussion', 'House', 'Dance']",275206,/audio/original/275206.mp3,Percussion 128 Bpm,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/275/275206_4397472-hq.mp3,mp3,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/275206.wav,https://www.freesound.org/apiv2/packs/14826/,128
sonicfire,120 bpm synthetic sequencer line,"['ambient', 'analog', 'bassline', 'electro', 'line', 'loop', 'seq', 'sequence', 'synthline']",18563,/audio/original/18563.wav,ambienza-sequencer-05-B.wav,http://creativecommons.org/licenses/sampling+/1.0/,https://www.freesound.org/data/previews/18/18563_74084-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/18563.wav,https://www.freesound.org/apiv2/packs/1103/,120
Spol,Una progresión de acordes con una melodía de fondo,"['Loop', 'Strings', 'Gmajor']",176924,/audio/original/176924.wav,Strings GMajor 83 BPM.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/176/176924_747245-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/176924.wav,,83
LoopPacks,This here is the Hip Hop 5 pack. We built 5 complete loops and broke them all the way down to each instrument and also included each of the mixes complete for your mixing projects.,"['pack', '160', 'hop', '5', 'hiphop', 'looppacks', 'bpm', 'com', 'drums', 'hip']",201013,/audio/original/201013.wav,drums_Insert 4.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/201/201013_3734261-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/201013.wav,https://www.freesound.org/apiv2/packs/12792/,160
DirtyJewbs,Some quick loops I made just for Freesound! Comment if you liked it. They mean more than you think. I'd greatly appreciate that.,"['drum', 'drumstep', 'dubstep', 'hat', 'hi', 'kick', 'loop', 'shaker', 'snare']",124279,/audio/original/124279.wav,dubsteploop_140BPM 4.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/124/124279_1735491-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/124279.wav,https://www.freesound.org/apiv2/packs/7560/,140
cydon,a percussion-loop 120bpm,"['loop', '120bpm', 'beat']",168747,/audio/original/168747.wav,strange beat - loop 001 - 120.wav,http://creativecommons.org/licenses/by/3.0/,https://www.freesound.org/data/previews/168/168747_1148376-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/168747.wav,https://www.freesound.org/apiv2/packs/10489/,120
Upright,This is a chord loop at 74 BPM it bounces back and forth between B minor and A Major (key of A Major) This sound was recorded using Propellerhead Reason 7.1 via a Motu 828 MKIII on 7/12/2014 the synth used is my Korg PolySix. Enjoy.,"['Analog', 'Polysix', 'bpm', 'synthesizer']",242482,/audio/original/242482.wav,Warm Polysix.wav,http://creativecommons.org/publicdomain/zero/1.0/,https://www.freesound.org/data/previews/242/242482_321627-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/242482.wav,,74
oceanictrancer,another oldie made in fl,"['typical', 'loop', 'bpm', 'progressive', 'structure', 'bassic', 'woofer', 'techno', 'sub-bass', 'beat', 'song', '140', 'bass', 'melodic', 'sub-woof', 'basic', 'typo', 'music', 'club', 'trance', 'woof', 'sub', '140-bpm', 'melody', 'loops', 'rap', 'beats', 'pop', 'dance', 'sequence']",234293,/audio/original/234293.wav,melody and bass sequence,http://creativecommons.org/licenses/by-nc/3.0/,https://www.freesound.org/data/previews/234/234293_1676145-hq.mp3,wav,/Users/ffont/ResearchRepos/ffont-ismir2016/data/fsdataset/audio/wav/234293.wav,https://www.freesound.org/apiv2/packs/12566/,140
